"Vecinos vs porcentaje" 1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87 89 91 93 95 97 99
51 0,738924804 0,798508195 0,851015868 0,83769003 0,874786083 0,883456167 0,895134673 0,891512918 0,898272573 0,906029137 0,90542378 0,899102387 0,902738272 0,91472116 0,913134516 0,917038235 0,916788736 0,919926231 0,915336854 0,920846059 0,920230516 0,926166443 0,922359238 0,926855216 0,928864767 0,926484727 0,927018519 0,930328943 0,93182138 0,927424592 0,936609697 0,928205161 0,934024647 0,932686442 0,938516241 0,93918253 0,938175974 0,941486696 0,938616282 0,942340356 0,94032946 0,936147378 0,941846711 0,943070395 0,944087835 0,937866888 0,937464594 0,933232437 0,941862949 0,959204537
53 0,736674091 0,796505478 0,849262113 0,835931884 0,873366225 0,881815415 0,894248288 0,89038991 0,897276494 0,90464286 0,904513005 0,897921836 0,901745133 0,913384128 0,912213 0,916289901 0,916526261 0,918640459 0,913769948 0,919723087 0,919188218 0,926051145 0,921797415 0,926177415 0,928724293 0,92585322 0,925686277 0,929630701 0,931107437 0,926692878 0,935705229 0,928460301 0,933374975 0,93257303 0,938854245 0,938607411 0,937636055 0,94084177 0,937140938 0,941329648 0,939453721 0,93544138 0,940181239 0,942577927 0,942951324 0,938538407 0,937644361 0,931820747 0,943732767 0,956554955
55 0,734624224 0,795328762 0,847117004 0,833410873 0,872768827 0,880353566 0,893125944 0,889434331 0,897446541 0,904075992 0,904012978 0,896538144 0,901013312 0,912922182 0,911570274 0,915701953 0,91531042 0,917409167 0,913750814 0,919728521 0,918603104 0,925286789 0,921024579 0,925251151 0,928059674 0,925572742 0,925430838 0,928756314 0,930235523 0,925693425 0,935071013 0,927543115 0,931983473 0,932085565 0,937831328 0,937421262 0,9373243 0,94047197 0,935851556 0,94080602 0,938458981 0,934860858 0,940257081 0,941890981 0,942560013 0,937445385 0,938840949 0,930826912 0,944615332 0,954944119
57 0,732774863 0,793432488 0,845774406 0,832959339 0,871401247 0,879262557 0,891445834 0,888717249 0,896292491 0,902695696 0,903679413 0,895523257 0,900160659 0,912220178 0,911033318 0,914807563 0,914727557 0,916782267 0,912600611 0,918753652 0,91779554 0,924441336 0,920210228 0,92437778 0,927326481 0,924620046 0,924700632 0,927899043 0,929954175 0,925052081 0,934519309 0,927427935 0,931999763 0,930790946 0,937502392 0,937624106 0,937359116 0,940238283 0,936135803 0,940506933 0,937446154 0,933662974 0,939141954 0,941385069 0,941100687 0,936582431 0,939214599 0,930496247 0,946297708 0,954944119
59 0,732903374 0,791799375 0,844589082 0,831719872 0,869765238 0,878389112 0,890729981 0,887085474 0,89446876 0,90155553 0,90202702 0,895059151 0,898978957 0,910978878 0,910166928 0,914241659 0,913161155 0,915602436 0,911879303 0,918193226 0,916927232 0,923330369 0,919308812 0,923884354 0,92638747 0,923948629 0,92369898 0,928116471 0,930010097 0,924361553 0,934226728 0,926675709 0,932215488 0,93019689 0,937368875 0,936829507 0,936456214 0,939661248 0,936326641 0,938938287 0,937225817 0,93259552 0,938534471 0,940658563 0,940663128 0,93540624 0,938971004 0,930172793 0,943941825 0,954944119
61 0,730336391 0,79073815 0,84311461 0,831381197 0,867837892 0,877736091 0,890368527 0,886850212 0,893747446 0,900634947 0,90120669 0,893840018 0,898272927 0,910182078 0,909393985 0,913600944 0,912411502 0,914491218 0,910771206 0,91699422 0,916131811 0,922828858 0,918369317 0,924059681 0,926005586 0,923370356 0,923572093 0,927853194 0,929500158 0,924121685 0,933844531 0,925446061 0,932262051 0,9301986 0,936826331 0,935184181 0,936274785 0,939120985 0,935888247 0,938102291 0,93579412 0,932261153 0,937824856 0,939489004 0,939211083 0,934211058 0,936462098 0,930599875 0,944578266 0,952288967
63 0,728241199 0,788675497 0,841285885 0,8292726 0,867022688 0,876028943 0,888638605 0,885962294 0,892079348 0,899632326 0,899527313 0,892745158 0,897563567 0,909258007 0,908028575 0,912782687 0,911626014 0,913876766 0,909991933 0,9168844 0,915245623 0,921489818 0,917778211 0,922994223 0,925779417 0,922898712 0,922450037 0,926807726 0,9287298 0,923173316 0,932901159 0,925528736 0,931190781 0,929281027 0,936365984 0,935837002 0,935160059 0,939185326 0,934804059 0,938356191 0,935833923 0,932091388 0,937843387 0,938635729 0,941082433 0,933495888 0,936269283 0,930339562 0,943223089 0,951632064
65 0,727174706 0,786780189 0,840167106 0,828117083 0,86544503 0,874559982 0,887633984 0,884466165 0,892322669 0,898911322 0,898777355 0,891864499 0,896750706 0,908921793 0,907270169 0,912169077 0,91124301 0,913935044 0,909490178 0,915942393 0,914694179 0,921466351 0,917216272 0,922549354 0,924884035 0,921926864 0,922424939 0,926090562 0,927973073 0,922718743 0,932743186 0,924178013 0,93008911 0,929305583 0,93588505 0,934825768 0,934924118 0,938869831 0,934043908 0,938641745 0,935892195 0,932205152 0,936879535 0,938799319 0,940207065 0,934003001 0,935291408 0,929913679 0,943402399 0,949214796
67 0,724588816 0,784860986 0,838997079 0,82735621 0,864365325 0,873677635 0,887101543 0,883146234 0,89149816 0,898111906 0,89759005 0,890716823 0,895246439 0,907907715 0,906822642 0,911085477 0,910568293 0,912848431 0,909369307 0,914966903 0,914192881 0,920995278 0,916758791 0,922204901 0,923684023 0,921573954 0,922026257 0,925685622 0,927501603 0,922760968 0,931762088 0,923604709 0,929987484 0,928295702 0,935465006 0,93478027 0,935223855 0,938384871 0,933590367 0,938384069 0,93600374 0,931426403 0,93691426 0,939214116 0,939568417 0,932772203 0,934166063 0,929037593 0,942393881 0,949214796
69 0,720354282 0,78307642 0,837237556 0,825469836 0,863058372 0,872627917 0,886140399 0,882920051 0,890505127 0,897701074 0,897496145 0,890030015 0,894646595 0,907222227 0,905475474 0,910552275 0,909649485 0,912303398 0,907998881 0,914249615 0,913604471 0,920074484 0,916264598 0,921618967 0,922548567 0,92032654 0,921290461 0,925088717 0,926533425 0,922148879 0,931111962 0,923390059 0,928901114 0,927158652 0,934771219 0,933954927 0,935296828 0,937237513 0,932776901 0,937717109 0,936073621 0,931650376 0,936193292 0,938474889 0,938796362 0,931710062 0,932577367 0,928010814 0,942525454 0,949539848
71 0,718982777 0,780881865 0,835518921 0,823882158 0,862162091 0,871001131 0,885145592 0,882226494 0,889012622 0,896881102 0,89652853 0,889546169 0,893720049 0,90656112 0,904920674 0,91042307 0,909424122 0,911230573 0,907438833 0,913687088 0,912929768 0,919632511 0,915499962 0,92096514 0,921832719 0,91976228 0,920060115 0,924488028 0,925947857 0,921751035 0,929919804 0,923434954 0,92901277 0,926750635 0,934052008 0,933918985 0,934660887 0,936606474 0,932760029 0,937106613 0,935393543 0,93055591 0,935951537 0,938303744 0,938590229 0,930937056 0,93290059 0,928119173 0,94111847 0,949214796
73 0,716281354 0,779517032 0,834238747 0,822441995 0,861140688 0,870489693 0,884265121 0,881485005 0,88822625 0,896266728 0,89596627 0,888194469 0,893080094 0,905932711 0,90412723 0,909425753 0,908880186 0,910743843 0,90671305 0,913536989 0,912351409 0,919119955 0,914707127 0,920956557 0,921629511 0,91901755 0,919481564 0,924051678 0,925546153 0,921511564 0,929938948 0,92320142 0,927865686 0,926650837 0,933209334 0,933172281 0,934709532 0,935902158 0,932151865 0,937038597 0,934656769 0,93079515 0,934686443 0,938043931 0,937830416 0,93134111 0,933848659 0,927717463 0,939323884 0,94688726
75 0,713173602 0,777376807 0,832544972 0,820763092 0,860645215 0,868828194 0,88311337 0,880912573 0,88719185 0,895524225 0,895382171 0,887558234 0,891748692 0,905310324 0,903200245 0,908821978 0,907920771 0,910026415 0,906403373 0,912731614 0,911557012 0,918906379 0,914389425 0,920670817 0,921080931 0,918939202 0,918770121 0,923610873 0,92511857 0,921017189 0,929324449 0,922249774 0,927562144 0,92567849 0,933116726 0,932747299 0,934447112 0,935164646 0,932143595 0,936531087 0,934131181 0,93075639 0,934851386 0,93727305 0,937397377 0,929837199 0,932173246 0,928247115 0,940824091 0,947212312
77 0,710955271 0,775618429 0,831676275 0,819524483 0,85948428 0,868623829 0,882673303 0,879494233 0,886169493 0,894857362 0,894785942 0,886733138 0,890897882 0,904864104 0,902461457 0,908219574 0,907272028 0,909335805 0,905749839 0,91226289 0,911268504 0,918021762 0,913662276 0,919768434 0,920700627 0,918327716 0,917405516 0,922872165 0,924914073 0,920143566 0,929468372 0,922060676 0,92651119 0,925510698 0,932888837 0,93227706 0,934213634 0,935471371 0,931414436 0,93536653 0,932848701 0,930729648 0,934277515 0,936180814 0,937375517 0,92882506 0,93231141 0,927884025 0,940073425 0,947020978
79 0,708538353 0,774508881 0,83022992 0,817455673 0,858181937 0,867889002 0,880956998 0,878381965 0,885077317 0,894355338 0,89389915 0,88619305 0,890085176 0,904172914 0,901484604 0,907451504 0,906550323 0,908535817 0,905573383 0,911174496 0,910772897 0,917861134 0,913101096 0,918854369 0,920304846 0,91748419 0,917148432 0,922572146 0,924368248 0,919309453 0,928226334 0,92155227 0,926095765 0,925728081 0,932642835 0,932010868 0,933786016 0,934846001 0,930710133 0,935180479 0,933158174 0,93028354 0,933781938 0,936363749 0,936789032 0,92945965 0,932352853 0,927210945 0,940108962 0,944988092
81 0,708154101 0,77288237 0,829995553 0,816661201 0,856928782 0,866662607 0,879896081 0,877689286 0,884341454 0,893352728 0,893054501 0,885080804 0,889308986 0,903417594 0,900908959 0,907240686 0,90657236 0,907698536 0,904907618 0,910519212 0,910135292 0,917334528 0,91238816 0,91831787 0,91992071 0,917287514 0,916876401 0,921842733 0,924258378 0,918797853 0,928045678 0,91982772 0,925642759 0,925227267 0,932145139 0,931238373 0,932974495 0,934662584 0,930645942 0,934657098 0,932829853 0,928643389 0,933417169 0,936021268 0,935760928 0,927842554 0,93313575 0,92632044 0,940108962 0,944152496
83 0,704820681 0,771806944 0,828655766 0,815811724 0,856284423 0,866244374 0,87923154 0,876893834 0,883768681 0,892364507 0,893036464 0,884658919 0,888793422 0,902472646 0,900447976 0,906127794 0,905835201 0,907233926 0,90398357 0,909897685 0,909573201 0,917051391 0,912072978 0,918044267 0,9194387 0,91710203 0,916680323 0,922179594 0,923350647 0,919145214 0,927247455 0,919459945 0,925438299 0,924835763 0,931765181 0,930868546 0,932482322 0,933578936 0,930165112 0,934185955 0,932347526 0,927897568 0,932431757 0,935506947 0,936214941 0,927390112 0,931743021 0,924881352 0,938596761 0,948968808
85 0,701755523 0,770106957 0,827438628 0,81452068 0,85527809 0,865431982 0,878696018 0,876031501 0,882874835 0,891455853 0,891917938 0,883690385 0,888118815 0,901672741 0,899802622 0,905249894 0,904712856 0,907039841 0,903145405 0,908816981 0,908435434 0,916303643 0,911405652 0,917315352 0,918964686 0,916763376 0,916120934 0,921757712 0,922073404 0,918258145 0,927218437 0,919537164 0,924617649 0,924311609 0,9315343 0,93066956 0,931836514 0,933482047 0,929550722 0,934142047 0,931530601 0,92769052 0,931397282 0,934678828 0,935082176 0,927323246 0,931753381 0,925728279 0,938768265 0,946561661
